attempt_count,same_password_count,recent_attempts,country,service,risk_level,attack_type
2,0,3,United States,web_login,Low,Normal
44,4,27,China,web_login,High,Bot Attack
29,7,20,Australia,web_login,High,Brute Force
39,6,15,Australia,admin_panel,High,Bot Attack
24,6,21,Brazil,admin_panel,High,Brute Force
1,2,0,Germany,web_login,Low,Normal
46,5,40,France,admin_panel,High,Bot Attack
3,1,3,India,admin_panel,Low,Normal
3,0,0,United Kingdom,admin_panel,Low,Normal
1,2,1,Russia,admin_panel,Low,Normal
6,19,6,Russia,admin_panel,High,Credential Stuffing
24,4,23,Australia,admin_panel,High,Bot Attack
17,10,20,Brazil,admin_panel,High,Brute Force
12,10,25,United Kingdom,admin_panel,High,Brute Force
7,20,7,China,admin_panel,High,Credential Stuffing
10,7,10,France,web_login,High,Brute Force
33,5,39,Russia,admin_panel,High,Bot Attack
3,0,3,Germany,web_login,Low,Normal
36,7,24,Brazil,admin_panel,High,Bot Attack
23,12,19,India,web_login,High,Brute Force
47,8,39,China,admin_panel,High,Bot Attack
49,7,27,China,admin_panel,High,Bot Attack
7,10,7,United Kingdom,web_login,High,Credential Stuffing
10,8,5,United States,web_login,High,Credential Stuffing
8,9,4,France,admin_panel,High,Credential Stuffing
11,15,3,France,admin_panel,High,Credential Stuffing
18,11,15,Canada,web_login,High,Brute Force
1,1,0,France,admin_panel,Low,Normal
12,13,2,China,admin_panel,High,Credential Stuffing
3,2,3,China,admin_panel,Low,Normal
24,3,30,Germany,admin_panel,High,Bot Attack
55,3,23,Canada,web_login,High,Bot Attack
13,15,7,United States,web_login,High,Credential Stuffing
2,1,3,United States,admin_panel,Low,Normal
2,0,1,United States,admin_panel,Low,Normal
33,8,36,Canada,admin_panel,High,Bot Attack
1,0,3,Canada,admin_panel,Low,Normal
30,7,22,United Kingdom,admin_panel,High,Bot Attack
11,14,8,United States,admin_panel,High,Credential Stuffing
43,8,23,Germany,web_login,High,Bot Attack
43,5,30,France,admin_panel,High,Bot Attack
3,0,3,Australia,web_login,Low,Normal
14,9,2,Russia,web_login,High,Credential Stuffing
7,18,5,China,web_login,High,Credential Stuffing
32,8,13,China,admin_panel,High,Brute Force
7,19,6,Germany,admin_panel,High,Credential Stuffing
3,1,3,China,web_login,Low,Normal
1,2,0,Brazil,admin_panel,Low,Normal
23,6,17,Russia,admin_panel,High,Brute Force
20,9,18,United States,admin_panel,High,Brute Force
2,0,0,Australia,admin_panel,Low,Normal
36,9,25,United States,web_login,High,Brute Force
3,1,1,Russia,admin_panel,Low,Normal
2,1,2,Russia,admin_panel,Low,Normal
36,10,19,France,web_login,High,Brute Force
3,0,3,United Kingdom,admin_panel,Low,Normal
14,11,4,Canada,web_login,High,Credential Stuffing
56,4,34,Australia,web_login,High,Bot Attack
5,11,2,United States,admin_panel,High,Credential Stuffing
12,7,23,Russia,web_login,High,Brute Force
35,9,24,Brazil,web_login,High,Brute Force
20,5,36,Brazil,admin_panel,High,Bot Attack
31,7,15,Canada,admin_panel,High,Bot Attack
2,1,0,United Kingdom,web_login,Low,Normal
2,2,1,United Kingdom,admin_panel,Low,Normal
5,10,8,Canada,admin_panel,High,Credential Stuffing
31,9,29,United States,web_login,High,Brute Force
3,0,0,Brazil,web_login,Low,Normal
14,11,3,India,admin_panel,High,Credential Stuffing
1,1,2,India,admin_panel,Low,Normal
10,7,17,Brazil,admin_panel,High,Brute Force
2,1,3,Germany,admin_panel,Low,Normal
5,19,3,Russia,admin_panel,High,Credential Stuffing
24,9,28,United States,web_login,High,Brute Force
29,7,33,Brazil,admin_panel,High,Bot Attack
14,17,5,United Kingdom,web_login,High,Credential Stuffing
28,7,21,India,web_login,High,Bot Attack
37,11,16,United Kingdom,admin_panel,High,Brute Force
10,11,8,Australia,admin_panel,High,Credential Stuffing
46,3,30,Canada,web_login,High,Bot Attack
15,11,5,Russia,admin_panel,High,Credential Stuffing
15,18,4,United States,admin_panel,High,Credential Stuffing
45,6,38,India,web_login,High,Bot Attack
2,1,0,Australia,web_login,Low,Normal
12,19,3,United States,admin_panel,High,Credential Stuffing
15,8,2,Canada,web_login,High,Credential Stuffing
1,2,3,Germany,web_login,Low,Normal
1,0,1,Germany,web_login,Low,Normal
2,2,1,Australia,admin_panel,Low,Normal
15,10,18,Australia,web_login,High,Brute Force
52,8,18,Australia,web_login,High,Bot Attack
2,2,2,United States,web_login,Low,Normal
23,7,35,Canada,web_login,High,Bot Attack
1,0,0,Brazil,web_login,Low,Normal
5,18,2,Germany,web_login,High,Credential Stuffing
1,1,2,Canada,web_login,Low,Normal
40,11,23,France,web_login,High,Brute Force
60,3,30,Australia,web_login,High,Bot Attack
38,6,23,United States,admin_panel,High,Brute Force
59,6,27,China,admin_panel,High,Bot Attack
19,12,24,Brazil,web_login,High,Brute Force
5,9,4,China,web_login,High,Credential Stuffing
27,10,22,Germany,web_login,High,Brute Force
11,11,3,Germany,web_login,High,Credential Stuffing
2,2,3,China,web_login,Low,Normal
26,8,22,India,admin_panel,High,Bot Attack
30,8,23,Brazil,web_login,High,Brute Force
35,5,24,Brazil,admin_panel,High,Brute Force
24,3,18,India,web_login,High,Bot Attack
6,19,3,Canada,web_login,High,Credential Stuffing
39,11,25,Russia,admin_panel,High,Brute Force
20,10,29,Russia,admin_panel,High,Brute Force
38,8,20,Australia,web_login,High,Bot Attack
25,6,26,India,web_login,High,Bot Attack
26,7,13,Brazil,web_login,High,Brute Force
6,18,7,United States,admin_panel,High,Credential Stuffing
3,1,1,Russia,web_login,Low,Normal
49,8,16,Brazil,admin_panel,High,Bot Attack
33,5,24,United States,admin_panel,High,Bot Attack
5,15,8,United States,web_login,High,Credential Stuffing
39,7,21,Brazil,web_login,High,Brute Force
2,2,3,Germany,admin_panel,Low,Normal
8,16,4,Brazil,web_login,High,Credential Stuffing
31,7,11,United States,web_login,High,Brute Force
1,2,2,Canada,admin_panel,Low,Normal
21,8,20,France,admin_panel,High,Bot Attack
2,1,3,Australia,admin_panel,Low,Normal
14,15,7,United Kingdom,admin_panel,High,Credential Stuffing
1,1,3,China,web_login,Low,Normal
51,7,35,Brazil,admin_panel,High,Bot Attack
10,11,6,Australia,admin_panel,High,Credential Stuffing
39,10,27,Brazil,admin_panel,High,Brute Force
37,5,10,China,web_login,High,Brute Force
10,20,2,Australia,admin_panel,High,Credential Stuffing
1,1,3,Germany,web_login,Low,Normal
2,2,1,China,web_login,Low,Normal
28,9,16,India,web_login,High,Brute Force
43,4,27,Australia,admin_panel,High,Bot Attack
12,8,19,Brazil,web_login,High,Brute Force
14,11,20,China,web_login,High,Brute Force
36,11,14,India,web_login,High,Brute Force
1,2,1,United States,admin_panel,Low,Normal
3,1,0,United Kingdom,admin_panel,Low,Normal
2,0,2,China,web_login,Low,Normal
12,15,3,United States,admin_panel,High,Credential Stuffing
35,7,28,Germany,web_login,High,Bot Attack
2,0,3,United States,web_login,Low,Normal
18,7,25,Canada,web_login,High,Brute Force
22,4,33,France,admin_panel,High,Bot Attack
30,5,18,Australia,admin_panel,High,Bot Attack
36,12,13,Brazil,web_login,High,Brute Force
24,6,10,India,admin_panel,High,Brute Force
2,0,3,Germany,web_login,Low,Normal
1,0,1,India,web_login,Low,Normal
2,1,3,Russia,web_login,Low,Normal
12,20,7,France,admin_panel,High,Credential Stuffing
3,1,2,France,web_login,Low,Normal
3,0,3,Germany,admin_panel,Low,Normal
2,2,3,France,admin_panel,Low,Normal
14,10,2,Germany,admin_panel,High,Credential Stuffing
8,11,4,Canada,admin_panel,High,Credential Stuffing
27,4,26,China,web_login,High,Bot Attack
2,1,2,Canada,admin_panel,Low,Normal
11,11,2,Russia,web_login,High,Credential Stuffing
53,6,28,United Kingdom,admin_panel,High,Bot Attack
13,11,8,United Kingdom,web_login,High,Credential Stuffing
18,8,15,India,admin_panel,High,Brute Force
15,19,6,China,web_login,High,Credential Stuffing
1,1,0,United Kingdom,web_login,Low,Normal
24,6,11,France,admin_panel,High,Brute Force
52,3,19,Australia,web_login,High,Bot Attack
5,19,5,France,web_login,High,Credential Stuffing
7,8,7,Germany,admin_panel,High,Credential Stuffing
24,7,24,Germany,admin_panel,High,Brute Force
40,11,10,Russia,admin_panel,High,Brute Force
3,0,2,Germany,web_login,Low,Normal
6,15,6,Canada,admin_panel,High,Credential Stuffing
9,14,7,India,admin_panel,High,Credential Stuffing
5,12,5,United States,admin_panel,High,Credential Stuffing
26,6,22,Russia,web_login,High,Bot Attack
39,12,11,France,web_login,High,Brute Force
6,17,6,Canada,admin_panel,High,Credential Stuffing
10,8,2,United Kingdom,admin_panel,High,Credential Stuffing
8,20,7,France,admin_panel,High,Credential Stuffing
22,5,40,China,web_login,High,Bot Attack
29,11,13,Russia,web_login,High,Brute Force
13,10,5,France,admin_panel,High,Credential Stuffing
16,8,14,Germany,admin_panel,High,Brute Force
25,5,10,Australia,web_login,High,Brute Force
13,18,4,India,web_login,High,Credential Stuffing
12,20,4,France,web_login,High,Credential Stuffing
13,9,6,Australia,web_login,High,Credential Stuffing
2,1,0,Russia,web_login,Low,Normal
15,20,3,Russia,web_login,High,Credential Stuffing
7,11,7,China,web_login,High,Credential Stuffing
1,0,2,China,web_login,Low,Normal
35,12,28,China,web_login,High,Brute Force
1,0,0,Australia,admin_panel,Low,Normal
15,7,29,Australia,admin_panel,High,Brute Force
19,10,24,Canada,admin_panel,High,Brute Force
3,1,1,United States,web_login,Low,Normal
1,1,3,Germany,admin_panel,Low,Normal
2,0,3,Brazil,web_login,Low,Normal
2,2,1,China,admin_panel,Low,Normal
53,3,29,United Kingdom,web_login,High,Bot Attack
36,5,30,Canada,web_login,High,Brute Force
14,8,4,Australia,admin_panel,High,Credential Stuffing
21,11,10,Australia,web_login,High,Brute Force
25,7,28,Germany,admin_panel,High,Brute Force
13,14,7,Australia,admin_panel,High,Credential Stuffing
3,1,0,Germany,web_login,Low,Normal
11,19,2,Brazil,admin_panel,High,Credential Stuffing
2,0,1,United Kingdom,web_login,Low,Normal
23,8,24,Germany,web_login,High,Brute Force
3,2,3,Australia,web_login,Low,Normal
23,9,25,United States,admin_panel,High,Brute Force
5,18,4,United Kingdom,web_login,High,Credential Stuffing
37,10,22,India,admin_panel,High,Brute Force
5,13,8,France,web_login,High,Credential Stuffing
47,6,34,United Kingdom,web_login,High,Bot Attack
3,0,2,France,admin_panel,Low,Normal
3,1,1,United States,web_login,Low,Normal
2,0,1,Canada,admin_panel,Low,Normal
2,1,1,Australia,admin_panel,Low,Normal
13,11,5,China,web_login,High,Credential Stuffing
29,8,23,India,admin_panel,High,Bot Attack
33,11,10,China,admin_panel,High,Brute Force
24,4,21,Canada,web_login,High,Bot Attack
5,14,2,India,web_login,High,Credential Stuffing
5,16,6,Germany,admin_panel,High,Credential Stuffing
11,9,20,Brazil,web_login,High,Brute Force
17,9,21,United States,web_login,High,Brute Force
5,16,8,France,admin_panel,High,Credential Stuffing
25,12,18,Canada,web_login,High,Brute Force
2,2,3,Brazil,admin_panel,Low,Normal
17,10,28,United States,admin_panel,High,Brute Force
19,6,12,Brazil,web_login,High,Brute Force
1,2,3,Australia,admin_panel,Low,Normal
43,5,26,United States,admin_panel,High,Bot Attack
48,3,25,India,admin_panel,High,Bot Attack
2,1,0,India,admin_panel,Low,Normal
51,7,23,United States,web_login,High,Bot Attack
32,5,22,China,admin_panel,High,Brute Force
16,8,21,Germany,admin_panel,High,Brute Force
6,9,5,India,web_login,High,Credential Stuffing
13,13,8,France,admin_panel,High,Credential Stuffing
22,4,30,France,admin_panel,High,Bot Attack
11,12,7,United Kingdom,web_login,High,Credential Stuffing
9,8,3,Brazil,admin_panel,High,Credential Stuffing
32,10,28,United States,admin_panel,High,Brute Force
57,4,36,France,admin_panel,High,Bot Attack
3,2,0,India,web_login,Low,Normal
9,11,5,Australia,admin_panel,High,Credential Stuffing
1,1,3,United Kingdom,web_login,Low,Normal
51,8,40,India,admin_panel,High,Bot Attack
14,20,4,China,web_login,High,Credential Stuffing
58,7,34,China,admin_panel,High,Bot Attack
10,14,4,Australia,admin_panel,High,Credential Stuffing
24,8,24,Canada,web_login,High,Bot Attack
1,0,2,France,admin_panel,Low,Normal
31,4,36,France,web_login,High,Bot Attack
20,11,26,Brazil,web_login,High,Brute Force
2,0,1,China,admin_panel,Low,Normal
8,16,2,United States,admin_panel,High,Credential Stuffing
35,7,17,United Kingdom,web_login,High,Brute Force
15,11,3,United Kingdom,web_login,High,Credential Stuffing
12,20,7,India,admin_panel,High,Credential Stuffing
1,0,2,China,admin_panel,Low,Normal
24,5,24,Brazil,admin_panel,High,Bot Attack
23,10,14,Australia,web_login,High,Brute Force
26,7,20,Germany,web_login,High,Brute Force
6,8,7,Brazil,web_login,High,Credential Stuffing
38,7,32,Australia,web_login,High,Bot Attack
57,5,26,India,web_login,High,Bot Attack
2,0,3,Canada,web_login,Low,Normal
5,16,7,Australia,admin_panel,High,Credential Stuffing
34,7,39,Russia,admin_panel,High,Bot Attack
12,12,14,France,admin_panel,High,Brute Force
1,0,1,Brazil,admin_panel,Low,Normal
15,19,5,India,web_login,High,Credential Stuffing
11,11,11,Brazil,web_login,High,Brute Force
13,12,8,China,admin_panel,High,Credential Stuffing
40,4,15,China,web_login,High,Bot Attack
36,3,19,Russia,admin_panel,High,Bot Attack
7,19,6,China,admin_panel,High,Credential Stuffing
5,11,5,United Kingdom,web_login,High,Credential Stuffing
40,9,21,China,web_login,High,Brute Force
22,8,28,India,web_login,High,Bot Attack
3,1,0,India,web_login,Low,Normal
9,20,2,United States,admin_panel,High,Credential Stuffing
1,0,3,Brazil,admin_panel,Low,Normal
5,15,7,Australia,web_login,High,Credential Stuffing
3,2,3,Germany,admin_panel,Low,Normal
35,6,40,Australia,web_login,High,Bot Attack
33,8,11,China,admin_panel,High,Brute Force
2,1,0,Brazil,admin_panel,Low,Normal
2,0,2,Australia,web_login,Low,Normal
8,17,5,France,admin_panel,High,Credential Stuffing
42,5,37,China,web_login,High,Bot Attack
35,10,19,Canada,admin_panel,High,Brute Force
43,7,35,China,admin_panel,High,Bot Attack
43,5,15,France,web_login,High,Bot Attack
3,0,3,United States,admin_panel,Low,Normal
2,0,0,Australia,web_login,Low,Normal
32,7,28,China,web_login,High,Brute Force
10,14,2,Canada,admin_panel,High,Credential Stuffing
59,5,31,Germany,admin_panel,High,Bot Attack
6,12,3,Brazil,web_login,High,Credential Stuffing
2,0,3,Germany,admin_panel,Low,Normal
29,5,25,Russia,web_login,High,Brute Force
1,2,1,Russia,web_login,Low,Normal
35,5,24,United States,admin_panel,High,Bot Attack
11,8,4,Brazil,admin_panel,High,Credential Stuffing
48,7,26,China,admin_panel,High,Bot Attack
6,13,6,Canada,admin_panel,High,Credential Stuffing
30,10,11,United Kingdom,web_login,High,Brute Force
34,7,32,United Kingdom,admin_panel,High,Bot Attack
36,4,38,India,web_login,High,Bot Attack
26,5,17,China,admin_panel,High,Bot Attack
14,18,3,France,web_login,High,Credential Stuffing
33,6,13,United Kingdom,web_login,High,Brute Force
46,3,31,Canada,admin_panel,High,Bot Attack
3,0,0,Australia,web_login,Low,Normal
12,9,28,Australia,admin_panel,High,Brute Force
10,16,3,Germany,admin_panel,High,Credential Stuffing
39,12,18,Germany,web_login,High,Brute Force
35,7,17,India,web_login,High,Bot Attack
55,4,37,United States,web_login,High,Bot Attack
2,1,0,Brazil,web_login,Low,Normal
5,18,7,Brazil,web_login,High,Credential Stuffing
2,1,3,France,admin_panel,Low,Normal
27,7,40,Germany,web_login,High,Bot Attack
45,3,23,Brazil,admin_panel,High,Bot Attack
35,6,31,Australia,web_login,High,Bot Attack
15,7,23,United States,admin_panel,High,Brute Force
3,1,0,United Kingdom,web_login,Low,Normal
3,0,1,United Kingdom,admin_panel,Low,Normal
15,19,4,Australia,web_login,High,Credential Stuffing
60,3,26,Russia,admin_panel,High,Bot Attack
15,14,7,France,admin_panel,High,Credential Stuffing
2,2,0,Brazil,web_login,Low,Normal
38,10,16,France,web_login,High,Brute Force
24,5,28,Russia,admin_panel,High,Brute Force
2,0,3,India,admin_panel,Low,Normal
31,12,11,France,admin_panel,High,Brute Force
58,7,24,Canada,web_login,High,Bot Attack
7,10,6,Russia,admin_panel,High,Credential Stuffing
3,2,3,Canada,web_login,Low,Normal
53,8,31,Brazil,admin_panel,High,Bot Attack
21,3,30,Brazil,admin_panel,High,Bot Attack
29,8,20,China,web_login,High,Bot Attack
1,1,0,Germany,web_login,Low,Normal
14,7,18,India,admin_panel,High,Brute Force
31,11,15,Brazil,web_login,High,Brute Force
14,6,23,Russia,admin_panel,High,Brute Force
12,17,5,Canada,web_login,High,Credential Stuffing
10,8,4,United Kingdom,admin_panel,High,Credential Stuffing
2,1,0,Canada,web_login,Low,Normal
11,11,10,Australia,web_login,High,Brute Force
9,20,6,France,admin_panel,High,Credential Stuffing
2,0,3,United States,admin_panel,Low,Normal
24,12,11,India,admin_panel,High,Brute Force
16,10,17,Germany,web_login,High,Brute Force
6,17,3,Russia,admin_panel,High,Credential Stuffing
27,7,30,United Kingdom,web_login,High,Brute Force
43,5,15,Australia,admin_panel,High,Bot Attack
10,8,6,Brazil,web_login,High,Credential Stuffing
2,1,1,United States,web_login,Low,Normal
2,2,1,Germany,admin_panel,Low,Normal
32,6,26,Russia,admin_panel,High,Brute Force
3,0,2,India,web_login,Low,Normal
38,8,27,Canada,web_login,High,Brute Force
35,7,26,China,web_login,High,Bot Attack
23,8,30,Canada,web_login,High,Brute Force
10,9,12,United Kingdom,admin_panel,High,Brute Force
10,14,2,France,admin_panel,High,Credential Stuffing
3,2,1,Russia,web_login,Low,Normal
9,15,5,China,admin_panel,High,Credential Stuffing
42,8,19,Russia,web_login,High,Bot Attack
30,12,16,India,web_login,High,Brute Force
1,2,2,Canada,web_login,Low,Normal
3,0,1,Australia,web_login,Low,Normal
12,12,8,France,admin_panel,High,Credential Stuffing
3,2,2,United Kingdom,web_login,Low,Normal
3,2,1,China,admin_panel,Low,Normal
1,2,0,Russia,web_login,Low,Normal
27,6,23,India,web_login,High,Bot Attack
37,7,23,India,web_login,High,Bot Attack
6,13,7,France,admin_panel,High,Credential Stuffing
48,8,32,United Kingdom,admin_panel,High,Bot Attack
32,12,29,Russia,web_login,High,Brute Force
12,13,2,France,web_login,High,Credential Stuffing
23,6,28,Australia,web_login,High,Brute Force
33,7,18,France,admin_panel,High,Bot Attack
48,7,39,Russia,admin_panel,High,Bot Attack
3,1,1,Australia,web_login,Low,Normal
11,20,3,France,web_login,High,Credential Stuffing
59,6,19,Russia,web_login,High,Bot Attack
39,12,25,United Kingdom,admin_panel,High,Brute Force
24,12,21,Russia,admin_panel,High,Brute Force
55,4,24,United States,web_login,High,Bot Attack
28,8,19,United Kingdom,web_login,High,Brute Force
8,16,7,China,admin_panel,High,Credential Stuffing
7,13,3,Russia,web_login,High,Credential Stuffing
15,12,4,China,web_login,High,Credential Stuffing
57,5,31,Russia,web_login,High,Bot Attack
21,4,33,Australia,admin_panel,High,Bot Attack
35,8,11,France,admin_panel,High,Brute Force
1,0,1,United Kingdom,admin_panel,Low,Normal
2,1,2,United Kingdom,admin_panel,Low,Normal
39,10,15,Russia,admin_panel,High,Brute Force
28,7,29,France,web_login,High,Bot Attack
11,13,8,Canada,web_login,High,Credential Stuffing
23,11,28,Germany,web_login,High,Brute Force
51,7,39,Australia,admin_panel,High,Bot Attack
3,2,3,China,web_login,Low,Normal
7,19,2,Canada,web_login,High,Credential Stuffing
2,0,1,Canada,admin_panel,Low,Normal
1,0,0,Canada,admin_panel,Low,Normal
5,13,3,Australia,web_login,High,Credential Stuffing
3,0,0,China,admin_panel,Low,Normal
54,5,18,China,web_login,High,Bot Attack
2,2,2,United States,admin_panel,Low,Normal
20,10,27,United Kingdom,web_login,High,Brute Force
7,10,3,Australia,web_login,High,Credential Stuffing
40,8,21,Brazil,web_login,High,Brute Force
48,4,39,Germany,admin_panel,High,Bot Attack
1,2,1,India,admin_panel,Low,Normal
13,8,8,United Kingdom,admin_panel,High,Credential Stuffing
2,1,3,United States,web_login,Low,Normal
3,1,0,Australia,admin_panel,Low,Normal
35,10,18,Canada,admin_panel,High,Brute Force
55,3,27,Russia,admin_panel,High,Bot Attack
28,6,25,India,admin_panel,High,Brute Force
29,9,21,India,web_login,High,Brute Force
1,1,0,China,admin_panel,Low,Normal
23,4,29,China,admin_panel,High,Bot Attack
15,15,8,United Kingdom,admin_panel,High,Credential Stuffing
33,6,20,Germany,admin_panel,High,Bot Attack
35,8,17,India,admin_panel,High,Bot Attack
5,15,4,Canada,admin_panel,High,Credential Stuffing
23,3,35,India,web_login,High,Bot Attack
16,12,13,Germany,web_login,High,Brute Force
14,19,7,United Kingdom,web_login,High,Credential Stuffing
5,11,4,Australia,web_login,High,Credential Stuffing
14,12,7,China,web_login,High,Credential Stuffing
3,1,0,Germany,web_login,Low,Normal
2,2,0,Russia,web_login,Low,Normal
2,1,2,United Kingdom,admin_panel,Low,Normal
57,5,29,Australia,web_login,High,Bot Attack
25,12,24,United Kingdom,web_login,High,Brute Force
15,10,25,India,web_login,High,Brute Force
53,7,30,United Kingdom,admin_panel,High,Bot Attack
16,7,10,Germany,admin_panel,High,Brute Force
15,9,8,United States,admin_panel,High,Credential Stuffing
3,2,0,United Kingdom,web_login,Low,Normal
7,14,8,Germany,web_login,High,Credential Stuffing
8,9,2,United Kingdom,web_login,High,Credential Stuffing
33,5,38,United States,web_login,High,Bot Attack
23,7,40,Germany,admin_panel,High,Bot Attack
21,9,30,Russia,web_login,High,Brute Force
21,11,29,India,admin_panel,High,Brute Force
3,2,1,Germany,web_login,Low,Normal
1,2,2,China,admin_panel,Low,Normal
31,3,31,Canada,web_login,High,Bot Attack
1,1,2,Australia,web_login,Low,Normal
2,2,3,United States,admin_panel,Low,Normal
3,1,1,Canada,admin_panel,Low,Normal
5,8,3,United States,admin_panel,High,Credential Stuffing
6,15,2,Germany,web_login,High,Credential Stuffing
60,8,24,Canada,web_login,High,Bot Attack
36,7,14,India,admin_panel,High,Brute Force
44,4,24,Brazil,admin_panel,High,Bot Attack
47,7,26,Canada,admin_panel,High,Bot Attack
10,18,8,India,admin_panel,High,Credential Stuffing
37,4,28,China,admin_panel,High,Bot Attack
1,1,1,France,web_login,Low,Normal
26,3,34,Germany,web_login,High,Bot Attack
45,6,35,United Kingdom,web_login,High,Bot Attack
2,1,2,Russia,web_login,Low,Normal
33,11,18,China,admin_panel,High,Brute Force
12,8,5,Australia,web_login,High,Credential Stuffing
28,7,22,Canada,web_login,High,Brute Force
5,16,8,India,web_login,High,Credential Stuffing
11,18,3,Germany,web_login,High,Credential Stuffing
3,1,2,Canada,web_login,Low,Normal
11,12,3,United States,admin_panel,High,Credential Stuffing
1,2,0,Russia,admin_panel,Low,Normal
13,9,2,Canada,admin_panel,High,Credential Stuffing
2,0,1,United States,admin_panel,Low,Normal
37,6,25,United States,web_login,High,Bot Attack
57,8,24,China,admin_panel,High,Bot Attack
10,8,8,Germany,admin_panel,High,Credential Stuffing
14,9,5,India,web_login,High,Credential Stuffing
37,11,11,Russia,web_login,High,Brute Force
16,10,14,United States,web_login,High,Brute Force
3,0,0,Russia,admin_panel,Low,Normal
57,3,21,Germany,web_login,High,Bot Attack
27,9,29,Germany,admin_panel,High,Brute Force
24,9,11,Canada,web_login,High,Brute Force
20,12,22,Germany,admin_panel,High,Brute Force
23,11,19,Brazil,admin_panel,High,Brute Force
53,4,39,Canada,admin_panel,High,Bot Attack
15,11,7,Russia,admin_panel,High,Credential Stuffing
3,0,1,China,web_login,Low,Normal
3,0,0,Brazil,admin_panel,Low,Normal
35,6,36,Canada,admin_panel,High,Bot Attack
40,7,26,France,admin_panel,High,Brute Force
3,0,0,China,web_login,Low,Normal
15,9,21,Canada,web_login,High,Brute Force
9,18,5,India,admin_panel,High,Credential Stuffing
33,5,18,United States,admin_panel,High,Brute Force
3,1,1,China,admin_panel,Low,Normal
20,8,15,United States,admin_panel,High,Brute Force
15,17,2,Russia,admin_panel,High,Credential Stuffing
2,2,2,Russia,web_login,Low,Normal
16,10,22,Canada,web_login,High,Brute Force
6,17,3,Canada,admin_panel,High,Credential Stuffing
5,19,3,Germany,admin_panel,High,Credential Stuffing
28,6,10,India,web_login,High,Brute Force
9,16,2,France,admin_panel,High,Credential Stuffing
16,12,20,Russia,admin_panel,High,Brute Force
1,0,1,Russia,admin_panel,Low,Normal
31,7,28,China,web_login,High,Bot Attack
29,7,37,United Kingdom,admin_panel,High,Bot Attack
1,2,2,United States,admin_panel,Low,Normal
2,1,2,Russia,web_login,Low,Normal
25,7,27,France,web_login,High,Brute Force
31,11,22,Germany,web_login,High,Brute Force
1,1,2,Germany,admin_panel,Low,Normal
37,11,17,Russia,web_login,High,Brute Force
54,3,26,United States,admin_panel,High,Bot Attack
9,15,2,United Kingdom,web_login,High,Credential Stuffing
3,0,2,Germany,web_login,Low,Normal
1,0,3,Brazil,web_login,Low,Normal
34,3,22,China,admin_panel,High,Bot Attack
36,8,31,United States,web_login,High,Bot Attack
3,1,3,United Kingdom,admin_panel,Low,Normal
29,4,15,Brazil,admin_panel,High,Bot Attack
1,0,0,Brazil,admin_panel,Low,Normal
3,2,3,India,admin_panel,Low,Normal
31,4,24,China,web_login,High,Bot Attack
13,8,8,China,admin_panel,High,Credential Stuffing
15,5,29,United Kingdom,web_login,High,Brute Force
30,5,18,France,web_login,High,Brute Force
32,9,20,India,web_login,High,Brute Force
28,6,10,France,admin_panel,High,Brute Force
1,0,2,United States,admin_panel,Low,Normal
24,5,18,United States,admin_panel,High,Brute Force
5,9,4,Canada,admin_panel,High,Credential Stuffing
34,9,11,France,web_login,High,Brute Force
23,7,18,France,admin_panel,High,Bot Attack
3,1,2,Russia,web_login,Low,Normal
33,7,21,United Kingdom,web_login,High,Brute Force
1,0,1,Russia,web_login,Low,Normal
43,5,24,India,admin_panel,High,Bot Attack
19,5,17,United States,web_login,High,Brute Force
12,13,7,Brazil,admin_panel,High,Credential Stuffing
41,6,22,China,admin_panel,High,Bot Attack
44,8,21,Germany,web_login,High,Bot Attack
6,16,3,Australia,admin_panel,High,Credential Stuffing
34,10,13,United Kingdom,admin_panel,High,Brute Force
1,0,3,Germany,admin_panel,Low,Normal
29,6,31,United States,admin_panel,High,Bot Attack
21,8,18,Canada,admin_panel,High,Bot Attack
35,5,14,United States,web_login,High,Brute Force
1,0,1,United States,web_login,Low,Normal
24,9,13,China,admin_panel,High,Brute Force
10,12,8,Australia,admin_panel,High,Credential Stuffing
3,2,0,Brazil,web_login,Low,Normal
2,1,2,China,admin_panel,Low,Normal
3,0,1,Canada,web_login,Low,Normal
59,8,26,United Kingdom,admin_panel,High,Bot Attack
11,15,8,India,admin_panel,High,Credential Stuffing
13,10,5,China,web_login,High,Credential Stuffing
13,12,22,India,web_login,High,Brute Force
18,5,24,United States,admin_panel,High,Brute Force
14,5,22,United Kingdom,admin_panel,High,Brute Force
2,2,0,United States,web_login,Low,Normal
11,8,3,China,web_login,High,Credential Stuffing
3,2,2,Canada,admin_panel,Low,Normal
3,1,0,China,admin_panel,Low,Normal
42,5,36,Canada,admin_panel,High,Bot Attack
5,13,5,India,admin_panel,High,Credential Stuffing
39,4,18,United Kingdom,web_login,High,Bot Attack
1,1,1,United Kingdom,web_login,Low,Normal
58,4,27,United States,web_login,High,Bot Attack
40,5,32,Germany,web_login,High,Bot Attack
1,2,0,China,admin_panel,Low,Normal
36,8,14,Brazil,web_login,High,Brute Force
1,2,3,Germany,admin_panel,Low,Normal
2,0,2,India,admin_panel,Low,Normal
15,10,6,United Kingdom,web_login,High,Credential Stuffing
1,0,2,Australia,web_login,Low,Normal
2,1,2,Canada,admin_panel,Low,Normal
23,12,20,United States,web_login,High,Brute Force
2,2,0,United States,web_login,Low,Normal
